"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Response.JOL","Procedure.Shuffle.1","source"
"w10184915_KP","fish","fish","1",1,2,"JOL","tuna","Study1","F","Study Phase",3237,100,"Recall1","USM"
"W381760NE","fish","fish","1",1,2,"JOL","tuna","Study1","F","Study Phase",3581,80,"Recall1","USM"
"W10037931andAH","car","charm","0.6",0,2,"JOL","vehicle","Study1","U","Study Phase",4771,1,"Recall1","USM"
"W10128822_AA","","charm","0",0,2,"JOL","vehicle","Study1","U","Study Phase",3103,70,"Recall1","USM"
"w10176082_ceb","car","charm","0.6",0,2,"JOL","vehicle","Study1","U","Study Phase",1477,20,"Recall1","USM"
"w10181376RJC","car","charm","0.6",0,2,"JOL","vehicle","Study1","U","Study Phase",3177,50,"Recall1","USM"
"w10184915_KP","car","charm","0.6",0,2,"JOL","vehicle","Study1","U","Study Phase",4844,0,"Recall1","USM"
"W381760NE","","charm","0",0,2,"JOL","vehicle","Study1","U","Study Phase",2575,10,"Recall1","USM"
"W10037931andAH","page","money","0.2",0,2,"JOL","wage","Study1","F","Study Phase",7664,3,"Recall1","USM"
"W10128822_AA","","money","0",0,2,"JOL","wage","Study1","F","Study Phase",4147,100,"Recall1","USM"
"w10176082_ceb","salary","money","0.166666666666667",0,2,"JOL","wage","Study1","F","Study Phase",2702,20,"Recall1","USM"
"w10181376RJC","money","money","1",1,2,"JOL","wage","Study1","F","Study Phase",2397,30,"Recall1","USM"
"w10184915_KP","money","money","1",1,2,"JOL","wage","Study1","F","Study Phase",5385,100,"Recall1","USM"
"W381760NE","","money","0",0,2,"JOL","wage","Study1","F","Study Phase",3729,40,"Recall1","USM"
"W10037931andAH","word","sentence","0",0,2,"JOL","word","Study1","F","Study Phase",3170,1,"Recall1","USM"
"W10128822_AA","","sentence","0",0,2,"JOL","word","Study1","F","Study Phase",4465,40,"Recall1","USM"
"w10176082_ceb","count","sentence","0.375",0,2,"JOL","word","Study1","F","Study Phase",2709,20,"Recall1","USM"
"w10181376RJC","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",2671,50,"Recall1","USM"
"w10184915_KP","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",4299,50,"Recall1","USM"
"W381760NE","","sentence","0",0,2,"JOL","word","Study1","F","Study Phase",4681,50,"Recall1","USM"
"W10037931andAH","bird","rough","0.2",0,2,"JOL","worm","Study1","M","Study Phase",3932,3,"Recall1","USM"
"W10128822_AA","","rough","0",0,2,"JOL","worm","Study1","M","Study Phase",4192,10,"Recall1","USM"
"w10176082_ceb","grass","rough","0.4",0,2,"JOL","worm","Study1","M","Study Phase",2014,20,"Recall1","USM"
"w10181376RJC","","rough","0",0,2,"JOL","worm","Study1","M","Study Phase",16571,25,"Recall1","USM"
"w10184915_KP","","rough","0",0,2,"JOL","worm","Study1","M","Study Phase",3143,0,"Recall1","USM"
"W381760NE","","rough","0",0,2,"JOL","worm","Study1","M","Study Phase",4152,1,"Recall1","USM"
"10200804GO","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",1089,40,"Recall2","USM"
"W10087986_ivg","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",2855,90,"Recall2","USM"
"w10131481","nice","love","0.25",0,4,"JOL","affection","Study1","F","Study Phase2",3594,87,"Recall2","USM"
"w10159238DD","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",3501,100,"Recall2","USM"
"w10194857_bp","","love","0",0,4,"JOL","affection","Study1","F","Study Phase2",2567,50,"Recall2","USM"
"W10199383AB","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",6524,100,"Recall2","USM"
"10200804GO","orange","birthday","0.25",0,4,"JOL","apple","Study1","M","Study Phase2",743,6,"Recall2","USM"
"W10087986_ivg","","birthday","0",0,4,"JOL","apple","Study1","M","Study Phase2",2468,50,"Recall2","USM"
"w10131481","cake","birthday","0.125",0,4,"JOL","apple","Study1","M","Study Phase2",2911,0,"Recall2","USM"
"w10159238DD","fruit","birthday","0.375",0,4,"JOL","apple","Study1","M","Study Phase2",2135,0,"Recall2","USM"
"w10194857_bp","juice","birthday","0.125",0,4,"JOL","apple","Study1","M","Study Phase2",1300,0,"Recall2","USM"
"W10199383AB","","birthday","0",0,4,"JOL","apple","Study1","M","Study Phase2",6464,0,"Recall2","USM"
"10200804GO","baseball","hard","0.125",0,4,"JOL","ball","Study1","M","Study Phase2",1349,20,"Recall2","USM"
"W10087986_ivg","","hard","0",0,4,"JOL","ball","Study1","M","Study Phase2",2676,10,"Recall2","USM"
"w10131481","bounce","hard","0",0,4,"JOL","ball","Study1","M","Study Phase2",1647,85,"Recall2","USM"
"w10159238DD","basketball","hard","0.1",0,4,"JOL","ball","Study1","M","Study Phase2",6741,0,"Recall2","USM"
"w10194857_bp","","hard","0",0,4,"JOL","ball","Study1","M","Study Phase2",2088,50,"Recall2","USM"
"W10199383AB","","hard","0",0,4,"JOL","ball","Study1","M","Study Phase2",2532,0,"Recall2","USM"
"10200804GO","","cry","0",0,4,"JOL","beer","Study1","M","Study Phase2",506,20,"Recall2","USM"
"W10087986_ivg","cry","cry","1",1,4,"JOL","beer","Study1","M","Study Phase2",3678,30,"Recall2","USM"
"w10131481","water","cry","0.2",0,4,"JOL","beer","Study1","M","Study Phase2",1618,83,"Recall2","USM"
"w10159238DD","drink ","cry","0.166666666666667",0,4,"JOL","beer","Study1","M","Study Phase2",2154,0,"Recall2","USM"
"w10194857_bp","","cry","0",0,4,"JOL","beer","Study1","M","Study Phase2",812,0,"Recall2","USM"
"W10199383AB","","cry","0",0,4,"JOL","beer","Study1","M","Study Phase2",2826,0,"Recall2","USM"
"10200804GO","white","day","0",0,4,"JOL","black","Study1","M","Study Phase2",947,70,"Recall2","USM"
"W10087986_ivg","day","day","1",1,4,"JOL","black","Study1","M","Study Phase2",3123,50,"Recall2","USM"
"w10131481","day","day","1",1,4,"JOL","black","Study1","M","Study Phase2",2874,34,"Recall2","USM"
"w10159238DD","color","day","0",0,4,"JOL","black","Study1","M","Study Phase2",15642,0,"Recall2","USM"
"w10194857_bp","day","day","1",1,4,"JOL","black","Study1","M","Study Phase2",1150,0,"Recall2","USM"
"W10199383AB","","day","0",0,4,"JOL","black","Study1","M","Study Phase2",2698,0,"Recall2","USM"
"10200804GO","candy","hand","0.6",0,4,"JOL","cake","Study1","U","Study Phase2",973,70,"Recall2","USM"
"W10087986_ivg","","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",8421,40,"Recall2","USM"
"w10131481","bake","hand","0.25",0,4,"JOL","cake","Study1","U","Study Phase2",4033,2,"Recall2","USM"
"w10159238DD","treat","hand","0.2",0,4,"JOL","cake","Study1","U","Study Phase2",2207,0,"Recall2","USM"
"w10194857_bp","","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",3115,0,"Recall2","USM"
"W10199383AB","","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",2462,0,"Recall2","USM"
"10200804GO","brush","tooth","0.2",0,4,"JOL","comb","Study1","M","Study Phase2",1527,50,"Recall2","USM"
"W10087986_ivg","teeth","tooth","0.6",0,4,"JOL","comb","Study1","M","Study Phase2",2976,80,"Recall2","USM"
"w10131481","tooth","tooth","1",1,4,"JOL","comb","Study1","M","Study Phase2",7548,3,"Recall2","USM"
"w10159238DD","hair","tooth","0.2",0,4,"JOL","comb","Study1","M","Study Phase2",24347,0,"Recall2","USM"
"w10194857_bp","head","tooth","0.2",0,4,"JOL","comb","Study1","M","Study Phase2",2339,30,"Recall2","USM"
"W10199383AB","tooth","tooth","1",1,4,"JOL","comb","Study1","M","Study Phase2",3562,0,"Recall2","USM"
"10200804GO","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",885,40,"Recall2","USM"
"W10087986_ivg","election","election","1",1,4,"JOL","crackle","Study1","U","Study Phase2",2649,20,"Recall2","USM"
"w10131481","pop","election","0.125",0,4,"JOL","crackle","Study1","U","Study Phase2",2824,65,"Recall2","USM"
"w10159238DD","pop","election","0.125",0,4,"JOL","crackle","Study1","U","Study Phase2",2467,10,"Recall2","USM"
"w10194857_bp","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",2278,0,"Recall2","USM"
"W10199383AB","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",2297,0,"Recall2","USM"
"10200804GO","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",3800,100,"Recall2","USM"
"W10087986_ivg","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",1765,100,"Recall2","USM"
"w10131481","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",3295,88,"Recall2","USM"
"w10159238DD","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",5438,100,"Recall2","USM"
"w10194857_bp","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",3644,100,"Recall2","USM"
"W10199383AB","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",3506,100,"Recall2","USM"
"10200804GO","","lion","0",0,4,"JOL","flag","Study1","M","Study Phase2",639,50,"Recall2","USM"
"W10087986_ivg","","lion","0",0,4,"JOL","flag","Study1","M","Study Phase2",2542,20,"Recall2","USM"
"w10131481","lion","lion","1",1,4,"JOL","flag","Study1","M","Study Phase2",1885,0,"Recall2","USM"
"w10159238DD","football","lion","0.25",0,4,"JOL","flag","Study1","M","Study Phase2",92479,0,"Recall2","USM"
"w10194857_bp","","lion","0",0,4,"JOL","flag","Study1","M","Study Phase2",4802,10,"Recall2","USM"
"W10199383AB","","lion","0",0,4,"JOL","flag","Study1","M","Study Phase2",2628,0,"Recall2","USM"
"10200804GO","","circle","0",0,4,"JOL","fun","Study1","M","Study Phase2",600,70,"Recall2","USM"
"W10087986_ivg","","circle","0",0,4,"JOL","fun","Study1","M","Study Phase2",2219,40,"Recall2","USM"
"w10131481","day","circle","0",0,4,"JOL","fun","Study1","M","Study Phase2",3633,23,"Recall2","USM"
"w10159238DD","reach","circle","0.5",0,4,"JOL","fun","Study1","M","Study Phase2",2976,0,"Recall2","USM"
"w10194857_bp","","circle","0",0,4,"JOL","fun","Study1","M","Study Phase2",1390,0,"Recall2","USM"
"W10199383AB","","circle","0",0,4,"JOL","fun","Study1","M","Study Phase2",2550,0,"Recall2","USM"
"10200804GO","","bang","0",0,4,"JOL","fuzzy","Study1","U","Study Phase2",677,60,"Recall2","USM"
"W10087986_ivg","","bang","0",0,4,"JOL","fuzzy","Study1","U","Study Phase2",4175,50,"Recall2","USM"
"w10131481","dog","bang","0.25",0,4,"JOL","fuzzy","Study1","U","Study Phase2",1426,54,"Recall2","USM"
"w10159238DD","cute","bang","0",0,4,"JOL","fuzzy","Study1","U","Study Phase2",2153,0,"Recall2","USM"
"w10194857_bp","","bang","0",0,4,"JOL","fuzzy","Study1","U","Study Phase2",765,0,"Recall2","USM"
"W10199383AB","","bang","0",0,4,"JOL","fuzzy","Study1","U","Study Phase2",2725,0,"Recall2","USM"
"10200804GO","","steak","0",0,4,"JOL","give","Study1","U","Study Phase2",684,70,"Recall2","USM"
"W10087986_ivg","","steak","0",0,4,"JOL","give","Study1","U","Study Phase2",3204,30,"Recall2","USM"
"w10131481","back","steak","0.4",0,4,"JOL","give","Study1","U","Study Phase2",2604,0,"Recall2","USM"
"w10159238DD","share","steak","0.6",0,4,"JOL","give","Study1","U","Study Phase2",131801,0,"Recall2","USM"
"w10194857_bp","","steak","0",0,4,"JOL","give","Study1","U","Study Phase2",955,0,"Recall2","USM"
"W10199383AB","","steak","0",0,4,"JOL","give","Study1","U","Study Phase2",8569,0,"Recall2","USM"
"10200804GO","feet","wedding","0.142857142857143",0,4,"JOL","hand","Study1","M","Study Phase2",616,40,"Recall2","USM"
"W10087986_ivg","","wedding","0",0,4,"JOL","hand","Study1","M","Study Phase2",3964,6,"Recall2","USM"
"w10131481","arm","wedding","0",0,4,"JOL","hand","Study1","M","Study Phase2",4512,32,"Recall2","USM"
"w10159238DD","sanatizer","wedding","0.333333333333333",0,4,"JOL","hand","Study1","M","Study Phase2",2891,0,"Recall2","USM"
"w10194857_bp","","wedding","0",0,4,"JOL","hand","Study1","M","Study Phase2",1126,0,"Recall2","USM"
"W10199383AB","","wedding","0",0,4,"JOL","hand","Study1","M","Study Phase2",4257,100,"Recall2","USM"
"10200804GO","clean","clean","1",1,4,"JOL","hygiene","Study1","F","Study Phase2",820,2,"Recall2","USM"
"W10087986_ivg","clean","clean","1",1,4,"JOL","hygiene","Study1","F","Study Phase2",2935,90,"Recall2","USM"
"w10131481","stinky","clean","0.166666666666667",0,4,"JOL","hygiene","Study1","F","Study Phase2",1000,80,"Recall2","USM"
"w10159238DD","clean","clean","1",1,4,"JOL","hygiene","Study1","F","Study Phase2",3069,100,"Recall2","USM"
"w10194857_bp","clean","clean","1",1,4,"JOL","hygiene","Study1","F","Study Phase2",2786,100,"Recall2","USM"
"W10199383AB","","clean","0",0,4,"JOL","hygiene","Study1","F","Study Phase2",3615,100,"Recall2","USM"
"10200804GO","high","bat","0",0,4,"JOL","jump","Study1","M","Study Phase2",2199,50,"Recall2","USM"
"W10087986_ivg","rope","bat","0",0,4,"JOL","jump","Study1","M","Study Phase2",4128,25,"Recall2","USM"
"w10131481","crawl","bat","0.2",0,4,"JOL","jump","Study1","M","Study Phase2",1423,43,"Recall2","USM"
"w10159238DD","high","bat","0",0,4,"JOL","jump","Study1","M","Study Phase2",6460,0,"Recall2","USM"
"w10194857_bp","","bat","0",0,4,"JOL","jump","Study1","M","Study Phase2",1027,0,"Recall2","USM"
"W10199383AB","","bat","0",0,4,"JOL","jump","Study1","M","Study Phase2",2588,0,"Recall2","USM"
"10200804GO","phone","rod","0.2",0,4,"JOL","keys","Study1","U","Study Phase2",1353,20,"Recall2","USM"
"W10087986_ivg","rod","rod","1",1,4,"JOL","keys","Study1","U","Study Phase2",2441,10,"Recall2","USM"
"w10131481","chain","rod","0",0,4,"JOL","keys","Study1","U","Study Phase2",1344,45,"Recall2","USM"
"w10159238DD","room","rod","0.5",0,4,"JOL","keys","Study1","U","Study Phase2",7987,10,"Recall2","USM"
"w10194857_bp","rod","rod","1",1,4,"JOL","keys","Study1","U","Study Phase2",1532,0,"Recall2","USM"
"W10199383AB","","rod","0",0,4,"JOL","keys","Study1","U","Study Phase2",2887,0,"Recall2","USM"
"10200804GO","","fiction","0",0,4,"JOL","listen","Study1","U","Study Phase2",902,20,"Recall2","USM"
"W10087986_ivg","","fiction","0",0,4,"JOL","listen","Study1","U","Study Phase2",7250,60,"Recall2","USM"
"w10131481","talk","fiction","0.142857142857143",0,4,"JOL","listen","Study1","U","Study Phase2",1283,88,"Recall2","USM"
"w10159238DD","hear","fiction","0",0,4,"JOL","listen","Study1","U","Study Phase2",354786,0,"Recall2","USM"
"w10194857_bp","","fiction","0",0,4,"JOL","listen","Study1","U","Study Phase2",1414,0,"Recall2","USM"
"W10199383AB","","fiction","0",0,4,"JOL","listen","Study1","U","Study Phase2",8212,100,"Recall2","USM"
"10200804GO","trash","trash","1",1,4,"JOL","litter","Study1","F","Study Phase2",866,4,"Recall2","USM"
"W10087986_ivg","hygiene","trash","0.142857142857143",0,4,"JOL","litter","Study1","F","Study Phase2",4162,100,"Recall2","USM"
"w10131481","puppy","trash","0",0,4,"JOL","litter","Study1","F","Study Phase2",2943,23,"Recall2","USM"
"w10159238DD","trash","trash","1",1,4,"JOL","litter","Study1","F","Study Phase2",2498,100,"Recall2","USM"
"w10194857_bp","","trash","0",0,4,"JOL","litter","Study1","F","Study Phase2",2732,100,"Recall2","USM"
"W10199383AB","","trash","0",0,4,"JOL","litter","Study1","F","Study Phase2",4119,100,"Recall2","USM"
"10200804GO","quiet","war","0",0,4,"JOL","loud","Study1","M","Study Phase2",811,80,"Recall2","USM"
"W10087986_ivg","war","war","1",1,4,"JOL","loud","Study1","M","Study Phase2",3115,50,"Recall2","USM"
"w10131481","noise","war","0",0,4,"JOL","loud","Study1","M","Study Phase2",1769,56,"Recall2","USM"
"w10159238DD","noise","war","0",0,4,"JOL","loud","Study1","M","Study Phase2",85144,100,"Recall2","USM"
"w10194857_bp","","war","0",0,4,"JOL","loud","Study1","M","Study Phase2",2020,10,"Recall2","USM"
"W10199383AB","noise","war","0",0,4,"JOL","loud","Study1","M","Study Phase2",4228,100,"Recall2","USM"
"10200804GO","","phone","0",0,4,"JOL","maze","Study1","U","Study Phase2",778,60,"Recall2","USM"
"W10087986_ivg","phone","phone","1",1,4,"JOL","maze","Study1","U","Study Phase2",4588,43,"Recall2","USM"
"w10131481","runner","phone","0.333333333333333",0,4,"JOL","maze","Study1","U","Study Phase2",2203,81,"Recall2","USM"
"w10159238DD","lost","phone","0.2",0,4,"JOL","maze","Study1","U","Study Phase2",103613,0,"Recall2","USM"
"w10194857_bp","phone","phone","1",1,4,"JOL","maze","Study1","U","Study Phase2",1925,0,"Recall2","USM"
"W10199383AB","","phone","0",0,4,"JOL","maze","Study1","U","Study Phase2",2847,0,"Recall2","USM"
"10200804GO","","keys","0",0,4,"JOL","meat","Study1","U","Study Phase2",2647,10,"Recall2","USM"
"W10087986_ivg","","keys","0",0,4,"JOL","meat","Study1","U","Study Phase2",2720,30,"Recall2","USM"
"w10131481","steak","keys","0.6",0,4,"JOL","meat","Study1","U","Study Phase2",3156,1,"Recall2","USM"
"w10159238DD","eat","keys","0.25",0,4,"JOL","meat","Study1","U","Study Phase2",3908,0,"Recall2","USM"
"w10194857_bp","","keys","0",0,4,"JOL","meat","Study1","U","Study Phase2",1223,0,"Recall2","USM"
"W10199383AB","","keys","0",0,4,"JOL","meat","Study1","U","Study Phase2",2899,0,"Recall2","USM"
"10200804GO","glass","maroon","0.166666666666667",0,4,"JOL","mirror","Study1","U","Study Phase2",660,7,"Recall2","USM"
"W10087986_ivg","maroon","maroon","1",1,4,"JOL","mirror","Study1","U","Study Phase2",3724,40,"Recall2","USM"
"w10131481","look","maroon","0.333333333333333",0,4,"JOL","mirror","Study1","U","Study Phase2",1654,81,"Recall2","USM"
"w10159238DD","reflection","maroon","0.3",0,4,"JOL","mirror","Study1","U","Study Phase2",6799,0,"Recall2","USM"
"w10194857_bp","","maroon","0",0,4,"JOL","mirror","Study1","U","Study Phase2",1077,0,"Recall2","USM"
"W10199383AB","","maroon","0",0,4,"JOL","mirror","Study1","U","Study Phase2",2697,0,"Recall2","USM"
"10200804GO","","donkey","0",0,4,"JOL","mule","Study1","F","Study Phase2",1056,80,"Recall2","USM"
"10200804GO","","donkey","0",0,4,"JOL","mule","Study1","F","Study Phase2",1874,80,"Recall2","USM"
"W10087986_ivg","donkey","donkey","1",1,4,"JOL","mule","Study1","F","Study Phase2",1506,100,"Recall2","USM"
"W10087986_ivg","donkey","donkey","1",1,4,"JOL","mule","Study1","F","Study Phase2",5538,100,"Recall2","USM"
"w10131481","donkey","donkey","1",1,4,"JOL","mule","Study1","F","Study Phase2",1073,87,"Recall2","USM"
"w10131481","donkey","donkey","1",1,4,"JOL","mule","Study1","F","Study Phase2",3392,78,"Recall2","USM"
"w10159238DD","donkey","donkey","1",1,4,"JOL","mule","Study1","F","Study Phase2",1700,0,"Recall2","USM"
"w10159238DD","donkey","donkey","1",1,4,"JOL","mule","Study1","F","Study Phase2",2231,100,"Recall2","USM"
"w10194857_bp","donkey","donkey","1",1,4,"JOL","mule","Study1","F","Study Phase2",4029,100,"Recall2","USM"
"w10194857_bp","donkey","donkey","1",1,4,"JOL","mule","Study1","F","Study Phase2",2525,100,"Recall2","USM"
"W10199383AB","donkey","donkey","1",1,4,"JOL","mule","Study1","F","Study Phase2",3957,100,"Recall2","USM"
"W10199383AB","donkey","donkey","1",1,4,"JOL","mule","Study1","F","Study Phase2",3828,100,"Recall2","USM"
"10200804GO","sleep","sleep","1",1,4,"JOL","nap","Study1","F","Study Phase2",1753,80,"Recall2","USM"
"W10087986_ivg","sleep","sleep","1",1,4,"JOL","nap","Study1","F","Study Phase2",2094,100,"Recall2","USM"
"w10131481","time","sleep","0.2",0,4,"JOL","nap","Study1","F","Study Phase2",1487,93,"Recall2","USM"
"w10159238DD","sleep","sleep","1",1,4,"JOL","nap","Study1","F","Study Phase2",8995,100,"Recall2","USM"
"w10194857_bp","","sleep","0",0,4,"JOL","nap","Study1","F","Study Phase2",790,0,"Recall2","USM"
"W10199383AB","sleep","sleep","1",1,4,"JOL","nap","Study1","F","Study Phase2",3101,100,"Recall2","USM"
"10200804GO","flower","flower","1",1,4,"JOL","orchid","Study1","F","Study Phase2",2246,70,"Recall2","USM"
"W10087986_ivg","flower","flower","1",1,4,"JOL","orchid","Study1","F","Study Phase2",2414,95,"Recall2","USM"
"w10131481","flower","flower","1",1,4,"JOL","orchid","Study1","F","Study Phase2",1658,84,"Recall2","USM"
"w10159238DD","flower","flower","1",1,4,"JOL","orchid","Study1","F","Study Phase2",2987,100,"Recall2","USM"
"w10194857_bp","flower","flower","1",1,4,"JOL","orchid","Study1","F","Study Phase2",2695,80,"Recall2","USM"
"W10199383AB","","flower","0",0,4,"JOL","orchid","Study1","F","Study Phase2",3008,100,"Recall2","USM"
"10200804GO","","tree","0",0,4,"JOL","pancakes","Study1","M","Study Phase2",890,30,"Recall2","USM"
"W10087986_ivg","tree","tree","1",1,4,"JOL","pancakes","Study1","M","Study Phase2",2900,20,"Recall2","USM"
"w10131481","flat","tree","0.25",0,4,"JOL","pancakes","Study1","M","Study Phase2",1331,67,"Recall2","USM"
"w10159238DD","breakfast","tree","0.333333333333333",0,4,"JOL","pancakes","Study1","M","Study Phase2",2142,0,"Recall2","USM"
"w10194857_bp","syrup","tree","0.2",0,4,"JOL","pancakes","Study1","M","Study Phase2",1126,0,"Recall2","USM"
"W10199383AB","","tree","0",0,4,"JOL","pancakes","Study1","M","Study Phase2",2973,0,"Recall2","USM"
"10200804GO","","plant","0",0,4,"JOL","root","Study1","F","Study Phase2",1042,2,"Recall2","USM"
"W10087986_ivg","plant","plant","1",1,4,"JOL","root","Study1","F","Study Phase2",2686,95,"Recall2","USM"
"w10131481","plant","plant","1",1,4,"JOL","root","Study1","F","Study Phase2",4108,99,"Recall2","USM"
"w10159238DD","plant","plant","1",1,4,"JOL","root","Study1","F","Study Phase2",2032,100,"Recall2","USM"
"w10194857_bp","carrot","plant","0.333333333333333",0,4,"JOL","root","Study1","F","Study Phase2",1248,0,"Recall2","USM"
"W10199383AB","","plant","0",0,4,"JOL","root","Study1","F","Study Phase2",3471,100,"Recall2","USM"
"10200804GO","mug","ceiling","0.142857142857143",0,4,"JOL","rug","Study1","M","Study Phase2",649,40,"Recall2","USM"
"W10087986_ivg","ceiling","ceiling","1",1,4,"JOL","rug","Study1","M","Study Phase2",2780,50,"Recall2","USM"
"w10131481","mat","ceiling","0",0,4,"JOL","rug","Study1","M","Study Phase2",2631,90,"Recall2","USM"
"w10159238DD","stain","ceiling","0.285714285714286",0,4,"JOL","rug","Study1","M","Study Phase2",2902,0,"Recall2","USM"
"w10194857_bp","","ceiling","0",0,4,"JOL","rug","Study1","M","Study Phase2",1622,0,"Recall2","USM"
"W10199383AB","","ceiling","0",0,4,"JOL","rug","Study1","M","Study Phase2",3003,0,"Recall2","USM"
"10200804GO","","head","0",0,4,"JOL","scalp","Study1","F","Study Phase2",678,4,"Recall2","USM"
"W10087986_ivg","head","head","1",1,4,"JOL","scalp","Study1","F","Study Phase2",2649,100,"Recall2","USM"
"w10131481","head","head","1",1,4,"JOL","scalp","Study1","F","Study Phase2",1571,68,"Recall2","USM"
"w10159238DD","head","head","1",1,4,"JOL","scalp","Study1","F","Study Phase2",1967,100,"Recall2","USM"
"w10194857_bp","head","head","1",1,4,"JOL","scalp","Study1","F","Study Phase2",3891,80,"Recall2","USM"
"W10199383AB","","head","0",0,4,"JOL","scalp","Study1","F","Study Phase2",3967,100,"Recall2","USM"
"10200804GO","","shake","0",0,4,"JOL","shell","Study1","U","Study Phase2",775,40,"Recall2","USM"
"W10087986_ivg","shake","shake","1",1,4,"JOL","shell","Study1","U","Study Phase2",3264,75,"Recall2","USM"
"w10131481","fell","shake","0.2",0,4,"JOL","shell","Study1","U","Study Phase2",1131,86,"Recall2","USM"
"w10159238DD","sea","shake","0.6",0,4,"JOL","shell","Study1","U","Study Phase2",20625,0,"Recall2","USM"
"w10194857_bp","","shake","0",0,4,"JOL","shell","Study1","U","Study Phase2",7044,0,"Recall2","USM"
"W10199383AB","","shake","0",0,4,"JOL","shell","Study1","U","Study Phase2",6158,0,"Recall2","USM"
"10200804GO","tree","tick","0.25",0,4,"JOL","sign","Study1","U","Study Phase2",1261,10,"Recall2","USM"
"W10087986_ivg","","tick","0",0,4,"JOL","sign","Study1","U","Study Phase2",7482,50,"Recall2","USM"
"w10131481","bored","tick","0",0,4,"JOL","sign","Study1","U","Study Phase2",3638,44,"Recall2","USM"
"w10159238DD","work","tick","0.25",0,4,"JOL","sign","Study1","U","Study Phase2",4553,20,"Recall2","USM"
"w10194857_bp","key","tick","0.25",0,4,"JOL","sign","Study1","U","Study Phase2",4270,20,"Recall2","USM"
"W10199383AB","school","tick","0.166666666666667",0,4,"JOL","sign","Study1","U","Study Phase2",2934,0,"Recall2","USM"
"10200804GO","","drink","0",0,4,"JOL","sip","Study1","F","Study Phase2",780,60,"Recall2","USM"
"W10087986_ivg","drink","drink","1",1,4,"JOL","sip","Study1","F","Study Phase2",3038,100,"Recall2","USM"
"w10131481","drink","drink","1",1,4,"JOL","sip","Study1","F","Study Phase2",2905,66,"Recall2","USM"
"w10159238DD","drink","drink","1",1,4,"JOL","sip","Study1","F","Study Phase2",4385,100,"Recall2","USM"
"w10194857_bp","","drink","0",0,4,"JOL","sip","Study1","F","Study Phase2",948,50,"Recall2","USM"
"W10199383AB","drink","drink","1",1,4,"JOL","sip","Study1","F","Study Phase2",2933,100,"Recall2","USM"
"10200804GO","","belt","0",0,4,"JOL","soon","Study1","U","Study Phase2",1638,30,"Recall2","USM"
"W10087986_ivg","","belt","0",0,4,"JOL","soon","Study1","U","Study Phase2",2843,30,"Recall2","USM"
"w10131481","noon","belt","0",0,4,"JOL","soon","Study1","U","Study Phase2",3541,12,"Recall2","USM"
"w10159238DD","close","belt","0.4",0,4,"JOL","soon","Study1","U","Study Phase2",59548,0,"Recall2","USM"
"w10194857_bp","","belt","0",0,4,"JOL","soon","Study1","U","Study Phase2",807,0,"Recall2","USM"
"W10199383AB","","belt","0",0,4,"JOL","soon","Study1","U","Study Phase2",2626,0,"Recall2","USM"
"10200804GO","","beach","0",0,4,"JOL","square","Study1","M","Study Phase2",973,50,"Recall2","USM"
"W10087986_ivg","beach","beach","1",1,4,"JOL","square","Study1","M","Study Phase2",4739,50,"Recall2","USM"
"w10131481","boring","beach","0.166666666666667",0,4,"JOL","square","Study1","M","Study Phase2",1911,89,"Recall2","USM"
"w10159238DD","shape","beach","0.6",0,4,"JOL","square","Study1","M","Study Phase2",569135,0,"Recall2","USM"
"w10194857_bp","box","beach","0.2",0,4,"JOL","square","Study1","M","Study Phase2",2620,0,"Recall2","USM"
"W10199383AB","","beach","0",0,4,"JOL","square","Study1","M","Study Phase2",2647,0,"Recall2","USM"
"10200804GO","","cloth","0",0,4,"JOL","stretch","Study1","U","Study Phase2",832,40,"Recall2","USM"
"W10087986_ivg","","cloth","0",0,4,"JOL","stretch","Study1","U","Study Phase2",2450,50,"Recall2","USM"
"w10131481","flexiable","cloth","0.111111111111111",0,4,"JOL","stretch","Study1","U","Study Phase2",2058,92,"Recall2","USM"
"w10159238DD","extend","cloth","0.166666666666667",0,4,"JOL","stretch","Study1","U","Study Phase2",5717,0,"Recall2","USM"
